sample_name,fastq_fwd_file_name,fastq_rev_file_name,sample_type,host_phylum,host_class,host_order,host_family,host_genus,host_species,collection_latitude,collection_longitude,collection_site,collection_date,collection_region,collection_subregion,collection_depth_ft
Tri-47,Tri-47_S435_L001_R1_001.fastq.gz,Tri-47_S435_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,natans,24.93535233,-80.54960632,Tavernier Rocks,20210702,FL,Upper Keys,16
Tri-48,Tri-48_S436_L001_R1_001.fastq.gz,Tri-48_S436_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,natans,24.93535233,-80.54960632,Tavernier Rocks,20210702,FL,Upper Keys,17
Tri-49,Tri-49_S437_L001_R1_001.fastq.gz,Tri-49_S437_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,natans,24.93535233,-80.54960632,Tavernier Rocks,20210702,FL,Upper Keys,16
Tri-50,Tri-50_S427_L001_R1_001.fastq.gz,Tri-50_S427_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,clivosa,24.93535233,-80.54960632,Tavernier Rocks,20210702,FL,Upper Keys,18
Tri-51,Tri-51_S428_L001_R1_001.fastq.gz,Tri-51_S428_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,annularis,24.93535233,-80.54960632,Tavernier Rocks,20210702,FL,Upper Keys,16
Tri-52,Tri-52_S429_L001_R1_001.fastq.gz,Tri-52_S429_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,natans,24.93535233,-80.54960632,Tavernier Rocks,20210702,FL,Upper Keys,16
Tri-53,Tri-53_S438_L001_R1_001.fastq.gz,Tri-53_S438_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,24.93535233,-80.54960632,Tavernier Rocks,20210702,FL,Upper Keys,17
Tri-54,Tri-54_S442_L001_R1_001.fastq.gz,Tri-54_S442_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,24.93535233,-80.54960632,Tavernier Rocks,20210702,FL,Upper Keys,14
Tri-55,Tri-55_S443_L001_R1_001.fastq.gz,Tri-55_S443_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,clivosa,24.93535233,-80.54960632,Tavernier Rocks,20210702,FL,Upper Keys,17
Tri-56,Tri-56_S444_L001_R1_001.fastq.gz,Tri-56_S444_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Colpophyllia,natans,24.93535233,-80.54960632,Tavernier Rocks,20210702,FL,Upper Keys,8
Tri-57,Tri-57_S445_L001_R1_001.fastq.gz,Tri-57_S445_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Mycetophyllia,aliciae,24.93535233,-80.54960632,Tavernier Rocks,20210702,FL,Upper Keys,17
Tri-58,Tri-58_S446_L001_R1_001.fastq.gz,Tri-58_S446_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,24.93535233,-80.54960632,Tavernier Rocks,20210702,FL,Upper Keys,12
Tri-59,Tri-59_S447_L001_R1_001.fastq.gz,Tri-59_S447_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Mycetophyllia,aliciae,24.93535233,-80.54960632,Tavernier Rocks,20210702,FL,Upper Keys,13
Tri-60,Tri-60_S448_L001_R1_001.fastq.gz,Tri-60_S448_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Pseudodiploria,strigosa,24.93535233,-80.54960632,Tavernier Rocks,20210702,FL,Upper Keys,16
Tri-1,Tri-1_S389_L001_R1_001.fastq.gz,Tri-1_S389_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Scleractinia incertae sedis,Solenastrea,hyades,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,9
Tri-10,Tri-10_S398_L001_R1_001.fastq.gz,Tri-10_S398_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,9
Tri-11,Tri-11_S399_L001_R1_001.fastq.gz,Tri-11_S399_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,10
Tri-12,Tri-12_S400_L001_R1_001.fastq.gz,Tri-12_S400_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesii,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,9
Tri-13,Tri-13_S401_L001_R1_001.fastq.gz,Tri-13_S401_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,9
Tri-14,Tri-14_S391_L001_R1_001.fastq.gz,Tri-14_S391_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,8
Tri-15,Tri-15_S392_L001_R1_001.fastq.gz,Tri-15_S392_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesii,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,9
Tri-16,Tri-16_S393_L001_R1_001.fastq.gz,Tri-16_S393_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,8
Tri-17,Tri-17_S402_L001_R1_001.fastq.gz,Tri-17_S402_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,8
Tri-18,Tri-18_S406_L001_R1_001.fastq.gz,Tri-18_S406_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,10
Tri-19,Tri-19_S407_L001_R1_001.fastq.gz,Tri-19_S407_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Scleractinia incertae sedis,Solenastrea,bournoni,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,9
Tri-2,Tri-2_S379_L001_R1_001.fastq.gz,Tri-2_S379_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,9
Tri-20,Tri-20_S408_L001_R1_001.fastq.gz,Tri-20_S408_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,11
Tri-21,Tri-21_S409_L001_R1_001.fastq.gz,Tri-21_S409_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,unknown,unknown,unknown,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,10
Tri-22,Tri-22_S410_L001_R1_001.fastq.gz,Tri-22_S410_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,unknown,unknown,unknown,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,10
Tri-3,Tri-3_S380_L001_R1_001.fastq.gz,Tri-3_S380_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,9
Tri-31,Tri-31_S419_L001_R1_001.fastq.gz,Tri-31_S419_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,8
Tri-32,Tri-32_S420_L001_R1_001.fastq.gz,Tri-32_S420_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Scleractinia incertae sedis,Solenastrea,bournoni,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,9
Tri-33,Tri-33_S421_L001_R1_001.fastq.gz,Tri-33_S421_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,porites,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,7
Tri-34,Tri-34_S422_L001_R1_001.fastq.gz,Tri-34_S422_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,8
Tri-35,Tri-35_S423_L001_R1_001.fastq.gz,Tri-35_S423_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,unknown,DS,unknown,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,9
Tri-36,Tri-36_S424_L001_R1_001.fastq.gz,Tri-36_S424_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,Stephanocoenia,intersepta,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,8
Tri-37,Tri-37_S425_L001_R1_001.fastq.gz,Tri-37_S425_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,8
Tri-38,Tri-38_S415_L001_R1_001.fastq.gz,Tri-38_S415_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,9
Tri-39,Tri-39_S416_L001_R1_001.fastq.gz,Tri-39_S416_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,10
Tri-4,Tri-4_S381_L001_R1_001.fastq.gz,Tri-4_S381_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,porites,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,8
Tri-40,Tri-40_S417_L001_R1_001.fastq.gz,Tri-40_S417_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,9
Tri-41,Tri-41_S426_L001_R1_001.fastq.gz,Tri-41_S426_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,porites,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,10
Tri-42,Tri-42_S430_L001_R1_001.fastq.gz,Tri-42_S430_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,9
Tri-43,Tri-43_S431_L001_R1_001.fastq.gz,Tri-43_S431_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,10
Tri-44,Tri-44_S432_L001_R1_001.fastq.gz,Tri-44_S432_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,astreoides,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,8
Tri-5,Tri-5_S390_L001_R1_001.fastq.gz,Tri-5_S390_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,9
Tri-6,Tri-6_S394_L001_R1_001.fastq.gz,Tri-6_S394_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Scleractinia incertae sedis,Solenastrea,bournoni,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,9
Tri-7,Tri-7_S395_L001_R1_001.fastq.gz,Tri-7_S395_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,faveolata,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,8
Tri-8,Tri-8_S396_L001_R1_001.fastq.gz,Tri-8_S396_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesii,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,10
Tri-9,Tri-9_S397_L001_R1_001.fastq.gz,Tri-9_S397_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,25.00873947,-80.44978333,Triangles,20210702,FL,Upper Keys,10
