sample_name,host_genus,host_species,date,era,subregion,site,latitude,longitude,depth,dominant_clade,A,B,C,D
Tr-34,Porites,astreoides,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,8,A,0.9986385045628495,0.0012143067412422725,0,1.4718869590815426e-4
Tr-35,Orbicella,faveolata,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,11,B,0,0.9912059564987981,0.0023450782669871607,0.006448965234214692
Tr-4,Colpophyllia,natans,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,16,B,0,1.0000000000000002,0,0
Tr-5,Pseudodiploria,strigosa,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,13,B,0,1,0,0
Tr-6,Porites,astreoides,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,15,A,0.9997187693346082,2.812306653917543e-4,0,0
Tr-7,Porites,astreoides,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,16,A,0.9999999999999998,0,0,0
Tr-8,Solenastrea,bournoni,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,16,A,0.9353462244787728,0.06465377552122718,0,0
Tr-9,Siderastrea,siderea,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,17,B,0,0.9995875343721353,4.1246562786434465e-4,0
Tri-1,Solenastrea,hyades,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,9,B,0,1,0,0
Tri-10,Porites,astreoides,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,9,A,0.9989755357947792,0.0010244642052206696,0,0
Tri-12,Dichocoenia,stokesii,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,9,B,0.0010682334089998666,0.9989317665910001,0,0
Tri-14,Porites,astreoides,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,8,A,0.9998012619863866,1.9873801361355392e-4,0,0
Tri-17,Orbicella,faveolata,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,8,B,0,0.9993728933134751,0,6.27106686525045e-4
Tri-18,Orbicella,faveolata,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,10,B,0,0.9989957150508836,0.0010042849491162292,0
Tri-19,Solenastrea,bournoni,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,9,B,0,1,0,0
Tri-2,Diploria,labyrinthiformis,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,9,D,0,2.546343450804645e-4,0.0019861478916276226,0.997759217763292
Tri-20,Diploria,labyrinthiformis,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,11,B,6.227203985410551e-4,0.999377279601459,0,0
Tri-21,unknown,unknown,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,10,B,0,0.9999999999999997,0,0
Tri-22,unknown,unknown,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,10,B,0,1,0,0
Tri-23,Dichocoenia,stokesii,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,18,B,0,1,0,0
Tri-24,Colpophyllia,natans,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,16,B,0,0.9999999999999998,0,0
Tri-25,Colpophyllia,natans,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,19,B,0,1.0000000000000002,0,0
Tri-26,Dichocoenia,stokesii,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,18,B,0,1,0,0
Tri-27,Solenastrea,bournoni,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,19,B,0,1,0,0
Tri-28,Diploria,labyrinthiformis,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,19,D,0,0.07612751892525856,0,0.9238724810747414
Tri-29,Mussa,angulosa,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,19,C,0,0,0.9979222578131762,0.0020777421868236516
Tri-3,Siderastrea,siderea,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,9,B,0.011702215951531248,0.9882977840484688,0,0
Tri-30,Diploria,labyrinthiformis,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,19,B,0,0.9999999999999999,0,0
Tri-31,Orbicella,faveolata,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,8,D,0,0.29369729884236095,0,0.706302701157639
Tri-32,Solenastrea,bournoni,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,9,B,0.009389671361502348,0.9906103286384976,0,0
Tri-33,Porites,porites,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,7,A,1,0,0,0
Tri-34,Porites,astreoides,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,8,A,0.9999999999999999,0,0,0
Tri-35,DS,unknown,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,9,B,0,0.9997312344019966,0,2.687655980034556e-4
Tri-37,Orbicella,faveolata,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,8,B,0.0702815918082383,0.9297184081917614,0,0
Tri-38,Porites,astreoides,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,9,A,0.9976331360946744,0.0010013654984069185,0,0.0013654984069185253
Tri-39,Diploria,labyrinthiformis,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,10,D,0,0.0035971223021582736,0,0.9964028776978416
Tri-4,Porites,porites,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,8,C,0,0,1,0
Tri-40,Orbicella,faveolata,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,9,B,0,1,0,0
Tri-42,Siderastrea,siderea,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,9,B,8.450453655933108e-4,0.9988880982031665,0,2.668564312399929e-4
Tri-43,Diploria,labyrinthiformis,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,10,D,0,0.007860442667034407,0,0.9921395573329654
Tri-44,Porites,astreoides,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,8,A,0.9997848884108631,2.1511158913686476e-4,0,0
Tri-45,Dichocoenia,stokesii,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,17,B,0,1,0,0
Tri-46,Diploria,labyrinthiformis,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,19,B,0,1,0,0
Tri-47,Colpophyllia,natans,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,16,B,0,0.9953685276983756,0,0.004631472301624634
Tri-48,Colpophyllia,natans,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,17,B,0,0.9999999999999998,0,0
Tri-49,Colpophyllia,natans,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,16,B,0,0.9999999999999999,0,0
Tri-5,Diploria,labyrinthiformis,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,9,D,0,0,0,1
Tri-50,Pseudodiploria,clivosa,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,18,B,0,0.9999999999999999,0,0
Tri-51,Orbicella,annularis,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,16,B,0,0.939167956474837,0.060832043525162964,0
Tri-52,Colpophyllia,natans,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,16,B,0.00110483672968328,0.9988951632703166,0,0
Tri-53,Diploria,labyrinthiformis,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,17,B,0,0.9750100361300684,0,0.024989963869931756
Tri-54,Pseudodiploria,strigosa,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,14,D,0,0.08290365563988182,0,0.9170963443601181
Tri-55,Pseudodiploria,clivosa,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,17,B,0,1,0,0
Tri-56,Colpophyllia,natans,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,8,B,0,0.9999999999999999,0,0
Tri-57,Mycetophyllia,aliciae,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,17,D,0,5.216484089723526e-4,0,0.9994783515910278
Tri-58,Diploria,labyrinthiformis,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,12,B,0,0.643377885783718,0,0.3566221142162819
Tri-59,Mycetophyllia,aliciae,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,13,D,2.4238506907974468e-4,0.0034337884786297167,0.24743475801890602,0.7488890684333847
Tri-6,Solenastrea,bournoni,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,9,B,0,0.9999999999999999,0,0
Tri-60,Pseudodiploria,strigosa,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,16,B,0,0.9997133232996487,0,2.8667670035117894e-4
Tri-7,Orbicella,faveolata,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,8,C,0,0.006703969594594593,0.9930320945945946,2.639358108108108e-4
Tri-8,Dichocoenia,stokesii,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,10,B,0,1,0,0
Tri-9,Siderastrea,siderea,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,10,B,0.2810009878169246,0.7189990121830753,0,0
