pixel,dens_m2_all,w_pixel_all,lon,lat
6061,5.55,0.010998860487492034,-80.77500273933309,24.72499958069068
6109,2.713888888888889,0.005378321669809669,-82.92500281224632,24.674999581538625
6110,4.645,0.009205352606198286,-82.87500281055067,24.674999581538625
6111,3.3041666666666667,0.0065481203953312184,-82.825002808855,24.674999581538625
6112,2.3666666666666667,0.0046902047724440505,-82.77500280715935,24.674999581538625
6145,9.7,0.019223233644805895,-81.12500275120269,24.674999581538625
6146,8.533333333333333,0.01691116086965742,-81.07500274950704,24.674999581538625
6147,8.170833333333334,0.016192766828807718,-81.02500274781137,24.674999581538625
6148,3.725,0.007382118074938347,-80.97500274611572,24.674999581538625
6199,2.132142857142857,0.00422543095948053,-82.97500281394198,24.62499958238657
6200,3.625,0.007183940408497049,-82.92500281224632,24.62499958238657
6201,2.96,0.005866058926662418,-82.87500281055067,24.62499958238657
6202,4.004166666666666,0.007935364060420303,-82.825002808855,24.62499958238657
6231,2.941666666666667,0.005829726354481514,-81.37500275968097,24.62499958238657
6234,6.633333333333333,0.01314578520727276,-81.225002754594,24.62499958238657
6235,1.4333333333333333,0.00284054655232527,-81.17500275289835,24.62499958238657
6236,2.65,0.005251708160694394,-81.12500275120269,24.62499958238657
6237,2.1166666666666667,0.004194760606340805,-81.07500274950704,24.62499958238657
6290,3.05,0.006044418826459586,-82.97500281394198,24.57499958323452
6291,3.253125,0.006446967211418472,-82.92500281224632,24.57499958323452
6292,3.4083333333333337,0.006754555464540905,-82.87500281055067,24.57499958323452
6315,0.7250000000000001,0.00143678808169941,-81.72500277155056,24.57499958323452
6316,3.10625,0.006155893763832816,-81.67500276985491,24.57499958323452
6318,5,0.009908883322064896,-81.5750027664636,24.57499958323452
6320,8.200000000000003,0.016250568648186435,-81.47500276307228,24.57499958323452
6321,3.1166666666666667,0.006176537270753785,-81.42500276137663,24.57499958323452
6322,7.175,0.014219247567163125,-81.37500275968097,24.57499958323452
6323,1.325,0.002625854080347197,-81.32500275798532,24.57499958323452
6325,1.575,0.003121298246450442,-81.225002754594,24.57499958323452
6326,3.6500000000000004,0.007233484825107374,-81.17500275289835,24.57499958323452
6389,5.2875,0.010478644113083626,-82.57500280037672,24.524999584082465
6394,9.274999999999999,0.01838097856243038,-82.32500279189844,24.524999584082465
6395,6.375,0.012633826235632742,-82.27500279020279,24.524999584082465
6401,2.6583333333333337,0.00526822296623117,-81.975002780028845,24.524999584082465
6402,3.55,0.007035307158666075,-81.9250027783332,24.524999584082465
6406,4.5625,0.009041856031384217,-81.72500277155056,24.524999584082465
6407,4.49375,0.008905608885705825,-81.67500276985491,24.524999584082465
6408,4.3277777777777775,0.008576689008765058,-81.62500276815925,24.524999584082465
6409,4.240625,0.008403971667526289,-81.5750027664636,24.524999584082465
6410,4,0.007927106657651917,-81.52500276476795,24.524999584082465
6411,1.15,0.0022790431640749256,-81.47500276307228,24.524999584082465
6412,4.0375,0.008001423282567402,-81.42500276137663,24.524999584082465
6480,5.01,0.009928701088709024,-82.57500280037672,24.47499958493041
6485,10.8,0.021403187975660175,-82.32500279189844,24.47499958493041
6486,1.9416666666666669,0.0038479496900685347,-82.27500279020279,24.47499958493041
6487,4.28125,0.008484481344518067,-82.22500278850713,24.47499958493041
6488,4.583333333333333,0.009083143045226153,-82.17500278681148,24.47499958493041
6489,6.0375,0.01196497661139336,-82.12500278511583,24.47499958493041
6490,4.46875,0.0088560644690955,-82.07500278342016,24.47499958493041
6491,7.4625,0.014789008358181857,-82.02500278172451,24.47499958493041
6492,6.946428571428571,0.013766270043868729,-81.975002780028845,24.47499958493041
6493,8.55,0.016944190480730974,-81.9250027783332,24.47499958493041
6494,4.652777777777778,0.009220766424699278,-81.87500277663753,24.47499958493041
6495,4.425000000000001,0.008769361740027433,-81.82500277494188,24.47499958493041
6496,4.075,0.00807573990748289,-81.77500277324623,24.47499958493041
6497,4.470000000000001,0.008858541689926018,-81.72500277155056,24.47499958493041
6570,2.2666666666666666,0.004492027106002753,-82.62500280207239,24.424999585778355
6571,8.125,0.016101935398355454,-82.57500280037672,24.424999585778355
6572,4.525,0.00896753940646873,-82.52500279868107,24.424999585778355
6573,2.566666666666667,0.005086560105326646,-82.47500279698541,24.424999585778355
6574,3.35625,0.0066513379299360615,-82.42500279528976,24.424999585778355
6575,1.0125,0.002006548872718141,-82.3750027935941,24.424999585778355
6576,1.5750000000000002,0.0031212982464504423,-82.32500279189844,24.424999585778355
6582,1.0499999999999998,0.0020808654976336278,-82.02500278172451,24.424999585778355
6583,2.5583333333333336,0.005070045299789872,-81.975002780028845,24.424999585778355
6584,1.6,0.0031708426630607666,-81.9250027783332,24.424999585778355
