sample_name,host_genus,host_species,date,era,subregion,site,latitude,longitude,depth,dominant_clade,A,B,C,D,Species_raw,Species
Tr-8,Solenastrea,bournoni,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,16,A,0.9353462244787728,0.06465377552122718,0,0,bournoni,SOLE
Tri-1,Solenastrea,hyades,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,9,B,0,1,0,0,hyades,SOLE
Tri-10,Porites,astreoides,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,9,A,0.9989755357947794,0.0010244642052206602,0,0,astreoides,PAST
Tri-12,Dichocoenia,stokesii,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,9,B,0.0010682334089998603,0.9989317665910001,0,0,stokesii,DSTO
Tri-14,Porites,astreoides,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,8,A,0.9998012619863864,1.9873801361355387e-4,0,0,astreoides,PAST
Tri-17,Orbicella,faveolata,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,8,B,0,0.999372893313475,0,6.271066865250449e-4,faveolata,ORBI
Tri-18,Orbicella,faveolata,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,10,B,0,0.9989957150508838,0.0010042849491162201,0,faveolata,ORBI
Tri-19,Solenastrea,bournoni,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,9,B,0,1,0,0,bournoni,SOLE
Tri-2,Diploria,labyrinthiformis,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,9,D,0,2.546343450804645e-4,0.00198614789162762,0.997759217763292,labyrinthiformis,DLAB
Tri-20,Diploria,labyrinthiformis,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,11,B,6.227203985410551e-4,0.999377279601459,0,0,labyrinthiformis,DLAB
Tri-23,Dichocoenia,stokesii,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,18,B,0,1,0,0,stokesii,DSTO
Tri-24,Colpophyllia,natans,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,16,B,0,1,0,0,natans,CNAT
Tri-25,Colpophyllia,natans,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,19,B,0,1,0,0,natans,CNAT
Tri-26,Dichocoenia,stokesii,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,18,B,0,1,0,0,stokesii,DSTO
Tri-27,Solenastrea,bournoni,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,19,B,0,1,0,0,bournoni,SOLE
Tri-28,Diploria,labyrinthiformis,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,19,D,0,0.07612751892525856,0,0.9238724810747414,labyrinthiformis,DLAB
Tri-30,Diploria,labyrinthiformis,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,19,B,0,1,0,0,labyrinthiformis,DLAB
Tri-31,Orbicella,faveolata,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,8,D,0,0.29369729884236095,0,0.706302701157639,faveolata,ORBI
Tri-32,Solenastrea,bournoni,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,9,B,0.00938967136150234,0.9906103286384976,0,0,bournoni,SOLE
Tri-34,Porites,astreoides,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,8,A,1,0,0,0,astreoides,PAST
Tri-37,Orbicella,faveolata,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,8,B,0.07028159180823831,0.9297184081917617,0,0,faveolata,ORBI
Tri-38,Porites,astreoides,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,9,A,0.9976331360946745,0.0010013654984069103,0,0.0013654984069185203,astreoides,PAST
Tri-39,Diploria,labyrinthiformis,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,10,D,0,0.0035971223021582705,0,0.9964028776978417,labyrinthiformis,DLAB
Tri-40,Orbicella,faveolata,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,9,B,0,1,0,0,faveolata,ORBI
Tri-43,Diploria,labyrinthiformis,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,10,D,0,0.007860442667034402,0,0.9921395573329655,labyrinthiformis,DLAB
Tri-44,Porites,astreoides,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,8,A,0.9997848884108632,2.1511158913686476e-4,0,0,astreoides,PAST
Tri-45,Dichocoenia,stokesii,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,17,B,0,1,0,0,stokesii,DSTO
Tri-46,Diploria,labyrinthiformis,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,19,B,0,1,0,0,labyrinthiformis,DLAB
Tri-47,Colpophyllia,natans,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,16,B,0,0.9953685276983754,0,0.004631472301624629,natans,CNAT
Tri-48,Colpophyllia,natans,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,17,B,0,1,0,0,natans,CNAT
Tri-49,Colpophyllia,natans,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,16,B,0,1,0,0,natans,CNAT
Tri-5,Diploria,labyrinthiformis,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,9,D,0,0,0,1,labyrinthiformis,DLAB
Tri-51,Orbicella,annularis,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,16,B,0,0.9391679564748371,0.060832043525162964,0,annularis,ORBI
Tri-52,Colpophyllia,natans,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,16,B,0.0011048367296832803,0.9988951632703167,0,0,natans,CNAT
Tri-53,Diploria,labyrinthiformis,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,17,B,0,0.9750100361300682,0,0.02498996386993174,labyrinthiformis,DLAB
Tri-54,Pseudodiploria,strigosa,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,14,D,0,0.08290365563988183,0,0.9170963443601182,strigosa,PSTR
Tri-56,Colpophyllia,natans,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,8,B,0,1,0,0,natans,CNAT
Tri-58,Diploria,labyrinthiformis,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,12,B,0,0.643377885783718,0,0.3566221142162819,labyrinthiformis,DLAB
Tri-6,Solenastrea,bournoni,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,9,B,0,1,0,0,bournoni,SOLE
Tri-60,Pseudodiploria,strigosa,20210702,2020-21,Upper Keys,Tavernier Rocks,24.93535233,-80.54960632,16,B,0,0.9997133232996488,0,2.8667670035117894e-4,strigosa,PSTR
Tri-7,Orbicella,faveolata,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,8,C,0,0.00670396959459459,0.9930320945945946,2.639358108108108e-4,faveolata,ORBI
Tri-8,Dichocoenia,stokesii,20210702,2020-21,Upper Keys,Triangles,25.00873947,-80.44978333,10,B,0,1,0,0,stokesii,DSTO
